settlement-id,settlement-start-date,settlement-end-date,posted-date,currency,sku,quantity-purchased,item-price,item-promotion-discount,commission,order-id
2984471023,06/01/2026,06/30/2026,06/25/2026,USD,NURIE-NRSC050-US,1,13.65,-0.0,-2.05,111-4505989-2590797
2984471023,06/01/2026,06/30/2026,06/11/2026,USD,NURIE-NRCM100-US,1,9.89,-0.0,-1.48,111-1134705-2216499
2984471023,06/01/2026,06/30/2026,06/09/2026,USD,NURIE-NRVT200-US,1,11.12,-1.11,-1.67,111-1348284-3814821
2984471023,06/01/2026,06/30/2026,06/25/2026,USD,NURIE-NRCM100-US,1,9.89,-0.0,-1.48,111-2473250-4077793
2984471023,06/01/2026,06/30/2026,06/22/2026,USD,NURIE-NRVT200-US,1,11.12,-1.11,-1.67,111-4493345-3437605
2984471023,06/01/2026,06/30/2026,06/02/2026,USD,NURIE-NRCO150-US,1,10.54,-1.05,-1.58,111-2247692-9375779
2984471023,06/01/2026,06/30/2026,06/08/2026,USD,NURIE-NRSC050-US,1,13.65,-1.37,-2.05,111-9829322-6798676
2984471023,06/01/2026,06/30/2026,06/17/2026,USD,NURIE-NRCC075-US,2,25.84,-1.29,-3.88,111-5378823-5604620
2984471023,06/01/2026,06/30/2026,06/08/2026,USD,NURIE-NRCM100-US,1,9.89,-0.0,-1.48,111-5952350-4927639
2984471023,06/01/2026,06/30/2026,06/06/2026,USD,NURIE-NRCC075-US,2,25.84,-0.0,-3.88,111-4582915-4172524
2984471023,06/01/2026,06/30/2026,06/02/2026,USD,NURIE-NRVT200-US,1,11.12,-0.56,-1.67,111-9199482-1001935
2984471023,06/01/2026,06/30/2026,06/10/2026,USD,NURIE-NRCM100-US,1,9.89,-0.99,-1.48,111-8311964-3866718
2984471023,06/01/2026,06/30/2026,06/17/2026,USD,NURIE-NRPA030-US,1,17.55,-0.0,-2.63,111-3845419-5039084
2984471023,06/01/2026,06/30/2026,06/05/2026,USD,NURIE-NRCM100-US,1,9.89,-0.0,-1.48,111-6699933-8805336
2984471023,06/01/2026,06/30/2026,06/19/2026,USD,NURIE-NRCO150-US,1,10.54,-1.05,-1.58,111-3615164-5247280
2984471023,06/01/2026,06/30/2026,06/05/2026,USD,NURIE-NRSC050-US,1,13.65,-0.0,-2.05,111-2015664-3255983
2984471023,06/01/2026,06/30/2026,06/26/2026,USD,NURIE-NRCM100-US,1,9.89,-0.99,-1.48,111-4463041-7205718
2984471023,06/01/2026,06/30/2026,06/11/2026,USD,NURIE-NRSC050-US,1,13.65,-0.0,-2.05,111-6040553-3272070
2984471023,06/01/2026,06/30/2026,06/18/2026,USD,NURIE-NRCC075-US,1,12.92,-1.29,-1.94,111-4808706-6698649
2984471023,06/01/2026,06/30/2026,06/10/2026,USD,NURIE-NRPA030-US,2,35.1,-3.51,-5.26,111-6119884-4748350
2984471023,06/01/2026,06/30/2026,06/23/2026,USD,NURIE-NRCO150-US,2,21.08,-0.0,-3.16,111-5971197-2103568
2984471023,06/01/2026,06/30/2026,06/29/2026,USD,NURIE-NRCO150-US,2,21.08,-2.11,-3.16,111-7327305-3997363
2984471023,06/01/2026,06/30/2026,06/20/2026,USD,NURIE-NREG050-US,2,56.9,-0.0,-8.54,111-4788355-2083842
2984471023,06/01/2026,06/30/2026,06/01/2026,USD,NURIE-NRCM100-US,1,9.89,-0.0,-1.48,111-1952476-3188652
2984471023,06/01/2026,06/30/2026,06/20/2026,USD,NURIE-NRCO150-US,1,10.54,-0.53,-1.58,111-7308216-3136346
2984471023,06/01/2026,06/30/2026,06/25/2026,USD,NURIE-NRVT200-US,1,11.12,-1.11,-1.67,111-9024112-3728561
2984471023,06/01/2026,06/30/2026,06/16/2026,USD,NURIE-NRCO150-US,1,10.54,-1.05,-1.58,111-2710121-9339932
2984471023,06/01/2026,06/30/2026,06/08/2026,USD,NURIE-NRSC050-US,1,13.65,-1.37,-2.05,111-6955497-7830732
2984471023,06/01/2026,06/30/2026,06/10/2026,USD,NURIE-NRPA030-US,1,17.55,-1.76,-2.63,111-3224072-3914321
2984471023,06/01/2026,06/30/2026,06/04/2026,USD,NURIE-NRPA030-US,2,35.1,-0.0,-5.26,111-6348902-2473131
2984471023,06/01/2026,06/30/2026,06/24/2026,USD,NURIE-NRVT200-US,2,22.24,-1.11,-3.34,111-1307254-9810397
2984471023,06/01/2026,06/30/2026,06/26/2026,USD,NURIE-NRVT200-US,2,22.24,-0.0,-3.34,111-6763756-4322034
2984471023,06/01/2026,06/30/2026,06/04/2026,USD,NURIE-NRVT200-US,1,11.12,-1.11,-1.67,111-5550788-7150211
2984471023,06/01/2026,06/30/2026,06/20/2026,USD,NURIE-NRPA030-US,1,17.55,-0.88,-2.63,111-6208529-8742782
2984471023,06/01/2026,06/30/2026,06/06/2026,USD,NURIE-NREG050-US,2,56.9,-5.69,-8.54,111-6928380-3142821
2984471023,06/01/2026,06/30/2026,06/14/2026,USD,NURIE-NRVT200-US,2,22.24,-2.22,-3.34,111-7898106-9957663
2984471023,06/01/2026,06/30/2026,06/03/2026,USD,NURIE-NRCC075-US,1,12.92,-1.29,-1.94,111-6244378-3067024
2984471023,06/01/2026,06/30/2026,06/27/2026,USD,NURIE-NRCO150-US,1,10.54,-0.53,-1.58,111-1232466-8519734
2984471023,06/01/2026,06/30/2026,06/04/2026,USD,NURIE-NRCC075-US,1,12.92,-0.65,-1.94,111-6645974-6356352
2984471023,06/01/2026,06/30/2026,06/25/2026,USD,NURIE-NRCC075-US,1,12.92,-1.29,-1.94,111-2530156-2689358
2984471023,06/01/2026,06/30/2026,06/23/2026,USD,NURIE-NRCO150-US,2,21.08,-2.11,-3.16,111-8497511-6084377
2984471023,06/01/2026,06/30/2026,06/02/2026,USD,NURIE-NRCO150-US,1,10.54,-0.53,-1.58,111-3053280-8032692
2984471023,06/01/2026,06/30/2026,06/21/2026,USD,NURIE-NREG050-US,1,28.45,-1.42,-4.27,111-9277758-3065518
2984471023,06/01/2026,06/30/2026,06/29/2026,USD,NURIE-NRSC050-US,2,27.3,-1.37,-4.09,111-2177318-6777596
2984471023,06/01/2026,06/30/2026,06/22/2026,USD,NURIE-NRCC075-US,2,25.84,-1.29,-3.88,111-4557754-4085674
2984471023,06/01/2026,06/30/2026,06/23/2026,USD,NURIE-NRPA030-US,1,17.55,-0.88,-2.63,111-1796879-2644986
2984471023,06/01/2026,06/30/2026,06/03/2026,USD,NURIE-NREG050-US,1,28.45,-1.42,-4.27,111-7996781-9655912
2984471023,06/01/2026,06/30/2026,06/18/2026,USD,NURIE-NRSC050-US,1,13.65,-0.68,-2.05,111-5380872-2179386
2984471023,06/01/2026,06/30/2026,06/17/2026,USD,NURIE-NRPA030-US,1,17.55,-1.76,-2.63,111-3656589-6159362
2984471023,06/01/2026,06/30/2026,06/27/2026,USD,NURIE-NREG050-US,1,28.45,-2.85,-4.27,111-5385227-5181313
2984471023,06/01/2026,06/30/2026,06/03/2026,USD,NURIE-NRPA030-US,1,17.55,-1.76,-2.63,111-8748171-3786544
2984471023,06/01/2026,06/30/2026,06/06/2026,USD,NURIE-NREG050-US,1,28.45,-2.85,-4.27,111-9764554-9853042
2984471023,06/01/2026,06/30/2026,06/24/2026,USD,NURIE-NREG050-US,1,28.45,-2.85,-4.27,111-4795184-5995030
2984471023,06/01/2026,06/30/2026,06/27/2026,USD,NURIE-NREG050-US,2,56.9,-0.0,-8.54,111-1165849-9193819
2984471023,06/01/2026,06/30/2026,06/11/2026,USD,NURIE-NRPA030-US,2,35.1,-0.0,-5.26,111-9771247-7427052
2984471023,06/01/2026,06/30/2026,06/16/2026,USD,NURIE-NRVT200-US,2,22.24,-2.22,-3.34,111-7546399-3440843
2984471023,06/01/2026,06/30/2026,06/27/2026,USD,NURIE-NRCO150-US,2,21.08,-0.0,-3.16,111-9573771-5375381
2984471023,06/01/2026,06/30/2026,06/11/2026,USD,NURIE-NRVT200-US,1,11.12,-0.0,-1.67,111-3893163-6084342
2984471023,06/01/2026,06/30/2026,06/20/2026,USD,NURIE-NRCC075-US,1,12.92,-1.29,-1.94,111-6200684-6348158
2984471023,06/01/2026,06/30/2026,06/27/2026,USD,NURIE-NRPA030-US,1,17.55,-0.0,-2.63,111-7273524-3947331
2984471023,06/01/2026,06/30/2026,06/15/2026,USD,NURIE-NRRE020-US,1,17.47,-0.87,-2.62,111-7872277-6866572
2984471023,06/01/2026,06/30/2026,06/10/2026,USD,NURIE-NRCC075-US,1,12.92,-0.0,-1.94,111-8152086-8092809
2984471023,06/01/2026,06/30/2026,06/20/2026,USD,NURIE-NRCM100-US,1,9.89,-0.0,-1.48,111-5552802-7047556
2984471023,06/01/2026,06/30/2026,06/17/2026,USD,NURIE-NRCO150-US,1,10.54,-1.05,-1.58,111-5611330-9985140
2984471023,06/01/2026,06/30/2026,06/13/2026,USD,NURIE-NRCM100-US,2,19.78,-0.0,-2.97,111-7677298-8278655
2984471023,06/01/2026,06/30/2026,06/27/2026,USD,NURIE-NRCM100-US,1,9.89,-0.0,-1.48,111-7508401-4741267
2984471023,06/01/2026,06/30/2026,06/12/2026,USD,NURIE-NRVT200-US,1,11.12,-0.0,-1.67,111-8843709-1538690
2984471023,06/01/2026,06/30/2026,06/15/2026,USD,NURIE-NRCM100-US,1,9.89,-0.49,-1.48,111-4852465-9395037
2984471023,06/01/2026,06/30/2026,06/25/2026,USD,NURIE-NRCO150-US,2,21.08,-2.11,-3.16,111-8849221-3428283
2984471023,06/01/2026,06/30/2026,06/28/2026,USD,NURIE-NRCM100-US,1,9.89,-0.49,-1.48,111-9081484-6690860
2984471023,06/01/2026,06/30/2026,06/10/2026,USD,NURIE-NRCO150-US,1,10.54,-1.05,-1.58,111-3569000-5671457
2984471023,06/01/2026,06/30/2026,06/02/2026,USD,NURIE-NRCM100-US,1,9.89,-0.0,-1.48,111-9400319-3582298
2984471023,06/01/2026,06/30/2026,06/29/2026,USD,NURIE-NRCM100-US,1,9.89,-0.0,-1.48,111-3153234-6210418
2984471023,06/01/2026,06/30/2026,06/21/2026,USD,NURIE-NRCM100-US,2,19.78,-0.0,-2.97,111-5103999-8704984
2984471023,06/01/2026,06/30/2026,06/27/2026,USD,NURIE-NRCM100-US,1,9.89,-0.0,-1.48,111-5702334-2148318
2984471023,06/01/2026,06/30/2026,06/19/2026,USD,NURIE-NRSC050-US,1,13.65,-0.0,-2.05,111-4587066-4132793
2984471023,06/01/2026,06/30/2026,06/23/2026,USD,NURIE-NRRE020-US,2,34.94,-0.0,-5.24,111-1007740-4559360
2984471023,06/01/2026,06/30/2026,06/07/2026,USD,NURIE-NRPA030-US,2,35.1,-3.51,-5.26,111-4492564-1939632
2984471023,06/01/2026,06/30/2026,06/01/2026,USD,NURIE-NREG050-US,1,28.45,-0.0,-4.27,111-4859259-4482431
2984471023,06/01/2026,06/30/2026,06/08/2026,USD,NURIE-NRCM100-US,1,9.89,-0.49,-1.48,111-4596544-7879289
2984471023,06/01/2026,06/30/2026,06/11/2026,USD,NURIE-BUNDLE-3PC-US,1,45.34,0.00,-6.8,111-8813995-9856039
2984471023,06/01/2026,06/30/2026,06/10/2026,USD,NURIE-CM100-2P-US,1,20.0,0.00,-3.0,111-3356044-2516507
